transaction_id,exporter_id,buyer_id,product_id,declarant_id,commodity_id,transaction_date,no_of_packages,gross_weight_kg,net_weight_kg,quantity,unit,total_value_usd,total_value_bdt,currency,exchange_rate,delivery_terms,mode_of_transport,month,year
601,15,102,31,30,18,2024-04-15,81,5465.81,5334.52,4734,pcs,19855.59,2395179.8216999997,USD,120.63,CFR,Sea,4,2024
602,69,62,30,8,16,2024-02-22,24,1375.8,1304.17,2055,pcs,41717.51,5003180.974300001,USD,119.93,FOB,Sea,2,2024
603,60,70,3,32,14,2024-11-19,842,29410,27761.68,28881,pcs,397563.21,46518871.2021,USD,117.01,FCA,Sea,11,2024
604,39,81,57,29,1,2025-06-13,86,8233.51,7767.21,11109,kg,216253.11,25487591.5446,USD,117.86,EXW,Sea,6,2025
605,22,119,24,40,15,2026-02-15,148,13242.25,12456.83,15522,pcs,427796.48,50702438.809599996,USD,118.52,FCA,Sea,2,2026
606,24,102,23,26,14,2024-03-31,381,17793.27,17192.07,26113,pcs,425366.38,49835925.0808,USD,117.16,,Sea,3,2024
607,79,1,59,21,23,2025-08-18,65,2636.57,2566.58,4455,pcs,105692.41,12894474.02,USD,122,CFR,Air,8,2025
608,40,7,21,7,13,2025-07-18,127,2361.98,2246.04,4764,pcs,40938.3,4870429.551,USD,118.97,CFR,Air,7,2025
609,26,5,43,2,14,2025-10-19,468,25362.44,23543.54,26492,pcs,88957.22,10778946.3474,USD,121.17,FCA,Sea,10,2025
610,45,97,55,9,17,2024-11-28,80,2294.71,2119.06,3121,pcs,41336.8,4845913.064,USD,117.23,CFR,Sea,11,2024
611,15,46,29,36,11,2024-05-13,114,10068.44,9844.49,10843,kg,192509.73,23422658.8491,USD,121.67,FOB,Air,5,2024
612,9,9,27,10,9,2024-05-02,252,24597.54,22898.72,29981,pcs,83548.05,10121846.2575,USD,121.15,CFR,Road,5,2024
613,58,36,3,24,14,2026-04-13,211,15753.57,15298.54,23905,pcs,103152.84,12478399.0548,USD,120.97,FCA,Sea,4,2026
614,64,63,28,14,8,2025-03-01,95,7823.22,7422.37,7712,kg,41051.89,5060055.9614,USD,123.26,CFR,Sea,3,2025
615,70,119,37,27,1,2024-02-13,64,2585.73,2413.84,2183,kg,55640.59,6586176.6383,USD,118.37,FCA,Sea,2,2024
616,40,30,19,34,23,2025-05-10,84,2420.05,2232.16,7710,pcs,62195.17,7531835.086999999,USD,121.1,EXW,Sea,5,2025
617,62,19,16,7,12,2025-01-02,,4459.62,4161.57,7117,kg,157203.41,19347023.6687,USD,123.07,FOB,Air,1,2025
618,31,111,24,30,15,2024-07-19,857,17518.31,15995.79,28344,pcs,237165.64,28995871.146400005,USD,122.26,FCA,Sea,7,2024
619,10,87,19,25,23,2025-05-02,239,26189.14,24826.94,23755,pcs,311322.53,37984461.8853,USD,122.01,EXW,Air,5,2025
620,29,3,25,4,10,2024-07-13,16,961.67,887.23,1262,kg,21516.59,2622657.1551,USD,121.89,CIF,Sea,7,2024
621,77,99,50,15,16,2025-02-11,626,11860.15,11449.83,19411,pcs,512198.95,62565101.74250001,USD,122.15,FOB,Sea,2,2025
622,80,2,50,37,16,2024-05-10,31,3351,3192.63,4066,pcs,93658.13,11421608.9535,USD,121.95,EXW,Sea,5,2024
623,42,37,58,18,25,2025-01-12,54,3532.42,3272.43,5601,pcs,159100.69,18864568.8133,USD,118.57,CIF,Air,1,2025
624,19,83,45,22,10,2026-04-25,49,2675.58,2480.23,2254,kg,37287.88,4468206.6603999995,USD,119.83,CFR,Sea,4,2026
625,22,91,54,28,21,2025-04-30,228,9920.87,9672.83,14088,unit,44764.1,5335880.72,USD,119.2,FOB,Air,4,2025
626,13,60,50,31,16,2024-04-09,90,4495.85,4298.92,4500,pcs,32150.07,3839361.3594,USD,119.42,FOB,Road,4,2024
627,62,95,19,17,23,2024-07-19,6,173.46,165.25,693,pcs,17275.72,2103664.4244,USD,121.77,CIF,Sea,7,2024
628,70,11,12,12,19,2025-10-13,95,1153.7,1100.83,4647,pcs,46115.67,5433348.239399999,USD,117.82,FCA,Road,10,2025
629,37,110,17,29,1,2025-07-30,123,5761.56,5247.02,14256,kg,117797.82,14192281.353600001,USD,120.48,CIF,Sea,7,2025
630,2,43,3,26,14,2026-02-01,155,5591.09,5333.39,8638,pcs,244279.69,28922715.296,USD,118.4,EXW,Sea,2,2026
631,63,17,25,21,10,2025-08-31,228,33734.06,30802.57,29221,kg,163132.66,19295331.0248,USD,118.28,CFR,Sea,8,2025
632,4,87,2,25,14,2025-04-25,234,22123.49,21398.72,18891,pcs,238925.51,28711678.536700003,USD,120.17,FCA,Road,4,2025
633,77,55,21,30,13,2025-05-30,38,1710.38,1626.33,1546,pcs,33692.21,3991853.0408,USD,118.48,CFR,Sea,5,2025
634,58,113,2,9,14,2025-08-16,426,22141.2,20439.2,24120,pcs,226703.05,27299581.281,USD,120.42,FCA,Road,8,2025
635,11,60,3,15,14,2025-05-25,123,14497.11,13764.7,14132,pcs,288002.38,33846039.6976,USD,117.52,CFR,Sea,5,2025
636,70,55,56,14,12,2025-05-05,8,166.33,159.11,702,kg,6108.23,727306.9461,USD,119.07,CFR,Sea,5,2025
637,23,57,52,8,19,2026-03-23,80,1555.23,1486.33,9176,pcs,145634.08,17141131.216,USD,117.7,FCA,Sea,3,2026
638,37,89,43,12,14,2025-02-17,374,18921.01,18412.66,16823,pcs,359324.49,42281712.7383,USD,117.67,CFR,Sea,2,2025
639,61,7,30,19,16,2025-06-13,64,8857.62,8370.23,8301,pcs,9104.84,1115798.142,USD,122.55,FOB,Sea,6,2025
640,23,54,5,22,10,2024-09-21,201,3296.6,3115.74,13817,kg,228472.2,28200323.646,USD,123.43,CFR,Sea,9,2024
641,41,103,59,28,23,2026-04-01,19,727.1,712.67,1674,pcs,35978.87,4228596.591100001,USD,117.53,CFR,Air,4,2026
642,70,40,30,25,16,2026-06-02,262,4700.23,4445.04,13360,pcs,207313.26,24359308.05,USD,117.5,CIF,Road,6,2026
643,31,71,51,30,18,2026-04-19,174,21436.89,19496.79,21822,pcs,313219,37993464.699999996,USD,121.3,CIF,Sea,4,2026
644,58,17,16,34,12,2024-09-11,541,3659.32,3446.89,21640,kg,97233.17,11841055.4426,USD,121.78,CFR,Sea,9,2024
645,28,48,27,18,9,2025-08-02,,10115.91,9427.14,15819,pcs,85548.26,10264935.7174,USD,119.99,EXW,Sea,8,2025
646,9,11,60,24,25,2024-12-03,168,4751.66,4379.85,16024,pcs,43150.21,5121929.927,USD,118.7,CIF,Sea,12,2024
647,46,4,50,23,16,2024-12-16,624,6924.13,6555.87,23533,pcs,700452.38,86246701.5494,USD,123.13,EXW,Sea,12,2024
648,39,66,44,35,15,2024-01-10,275,4303.17,4143.4,8930,pcs,153197.27,18323925.4647,USD,119.61,CFR,Air,1,2024
649,36,8,59,20,23,2025-05-05,128,4767.7,4493.14,4593,pcs,17717.9,2104177.8040000005,USD,118.76,FOB,Sea,5,2025
650,49,77,10,9,16,2024-05-18,319,13022.26,12499.62,19823,pcs,548981.36,65054291.16,USD,118.5,CFR,Road,5,2024
651,17,53,23,39,14,2024-03-08,109,6400.05,5827.25,12312,pcs,173023.04,20472086.0928,USD,118.32,CFR,Sea,3,2024
652,64,17,12,31,19,2024-08-08,353,6582.37,6412.86,12493,pcs,266272.65,32639701.437000003,USD,122.58,EXW,Sea,8,2024
653,71,87,15,29,17,2026-02-21,107,2070.44,1887.9,6776,pcs,91860.64,11017765.1616,USD,119.94,FCA,Road,2,2026
654,76,85,51,17,18,2025-10-27,379,13593.43,12747.09,23640,pcs,232706.02,27252202.0022,USD,117.11,FOB,Sea,10,2025
655,48,61,14,38,21,2024-03-03,67,8550.28,8039.23,8783,unit,147534.78,18024324.0726,USD,122.17,EXW,Sea,3,2024
656,9,63,8,3,8,2026-04-07,595,10824.48,10163.35,24706,kg,254105.58,30952600.6998,USD,121.81,FOB,Sea,4,2026
657,30,83,29,36,11,2024-09-25,24,2967.77,2771.17,2839,kg,40465.56,4991831.4816,USD,123.36,FCA,Sea,9,2024
658,75,45,5,34,10,2026-07-30,141,13477.61,12413.65,12780,kg,208042.81,25208547.2877,USD,121.17,CFR,Road,7,2026
659,76,118,48,9,8,2026-08-26,135,3900,3557.79,13258,kg,54286.02,6665237.5356,USD,122.78,FCA,Sea,8,2026
660,48,57,55,6,17,2026-01-10,125,1823.44,1731.07,4653,pcs,46486.32,5482596.5808,USD,117.94,EXW,Air,1,2026
661,33,119,45,4,10,2025-03-24,35,1773.12,1642.05,4285,kg,102851.06,12465548.472,USD,121.2,FOB,Sea,3,2025
662,22,58,19,30,23,2025-03-11,575,17794.31,17162.47,26073,pcs,402201.35,48119369.514,USD,119.64,CFR,Road,3,2025
663,17,70,54,22,21,2024-05-04,297,27495.69,25218.72,22026,unit,451395.1,53363928.721999995,USD,118.22,FOB,Air,5,2024
664,47,72,28,12,8,2024-08-19,469,22326.73,20384.91,22719,kg,455588.54,53577212.304,USD,117.6,FOB,Road,8,2024
665,29,114,41,6,13,2025-11-23,323,17395.29,16410.22,23432,pcs,492943.12,59138386.1064,USD,119.97,CFR,Air,11,2025
666,12,59,16,13,12,2025-03-08,78,10895.11,9973.59,8740,kg,246082.35,30012203.406,USD,121.96,EXW,Air,3,2025
667,53,38,53,18,20,2026-03-18,140,16819.48,15512.19,15872,unit,169072.17,20193979.9848,USD,119.44,EXW,Sea,3,2026
668,5,114,4,12,15,2025-03-31,,11558.4,10526.76,14215,pcs,280095.93,33675933.6639,USD,120.23,CFR,Sea,3,2025
669,53,68,5,6,10,2024-09-02,133,9758.61,9058.31,14544,kg,54578.53,6646573.3834,USD,121.78,FCA,Sea,9,2024
670,77,67,56,4,12,2025-06-20,326,30835.35,29409.59,29605,kg,367017.28,44258613.795200005,USD,120.59,EXW,Sea,6,2025
671,43,40,12,29,19,2025-02-28,215,10631.7,10031.86,21301,pcs,512116.88,60859970.019200005,USD,118.84,CIF,Sea,2,2025
672,63,66,6,2,10,2025-03-24,309,7413.3,7060.56,17124,kg,24171.39,2915553.0618000003,USD,120.62,CFR,Sea,3,2025
673,11,103,6,2,10,2024-09-28,35,2515.21,2436.5,3786,kg,27187.31,3330717.3481000005,USD,122.51,EXW,Sea,9,2024
674,29,24,52,16,19,2026-06-08,66,3591.51,3356.79,8156,pcs,131365.41,15688970.9163,USD,119.43,CIF,Sea,6,2026
675,31,34,36,39,12,2024-09-23,92,7188.46,6814.63,9074,kg,264186.17,30996963.3261,USD,117.33,CFR,Sea,9,2024
676,50,78,46,15,10,2025-01-25,192,17019.2,15926.37,16070,kg,104604.35,12732441.482,USD,121.72,EXW,Sea,1,2025
677,26,77,52,1,19,2025-01-24,71,2760.17,2671.99,5017,pcs,147357.16,17668123.484,USD,119.9,EXW,Sea,1,2025
678,61,82,6,4,10,2024-03-05,130,13287.44,12784.66,16262,kg,19038.39,2324397.0351,USD,122.09,EXW,Sea,3,2024
679,62,80,25,26,10,2025-12-29,413,10523.89,10079.6,19113,kg,464189.44,54310164.48,USD,117,CFR,Sea,12,2025
680,56,82,34,40,21,2024-09-09,117,9635.85,9344.1,10454,unit,250070.45,30333545.585,USD,121.3,CIF,Road,9,2024
681,10,37,36,21,12,2025-08-27,102,2727.93,2529.32,11683,kg,286877.82,35044994.4912,USD,122.16,CIF,Sea,8,2025
682,55,53,28,26,8,2025-04-21,118,1446.76,1379.71,6317,kg,176825.02,21487776.4304,USD,121.52,FOB,Road,4,2025
683,68,60,56,38,12,2026-02-04,296,28255.2,27654.47,29036,kg,597534.93,71453226.92940001,USD,119.58,CIF,Sea,2,2026
684,16,98,51,4,18,2025-11-07,377,4000.36,3716.96,15484,pcs,255079.31,30739607.6481,USD,120.51,EXW,Sea,11,2025
685,26,24,28,20,8,2026-01-09,432,8088.38,7826.75,21463,kg,179707.28,22148922.26,USD,123.25,FOB,Sea,1,2026
686,36,7,39,15,23,2026-07-20,206,7658.26,7231.13,24719,pcs,728469.31,88399750.7685,USD,121.35,CFR,Sea,7,2026
687,15,88,8,15,8,2024-11-21,426,11288.58,10297.77,13994,kg,123939.69,14966956.9644,USD,120.76,FOB,Sea,11,2024
688,33,37,58,31,25,2025-05-30,308,8793.2,8159.42,22477,pcs,606193.26,72961420.7736,USD,120.36,EXW,Air,5,2025
689,48,20,27,26,9,2026-05-28,195,20207.98,19673.8,19442,pcs,457814.71,56324943.7713,USD,123.03,CFR,Sea,5,2026
690,65,49,57,36,1,2025-07-31,185,15577.54,14675.78,13781,kg,32403.28,3794748.1207999997,USD,117.11,EXW,Sea,7,2025
691,29,61,7,15,9,2025-04-28,458,4957.1,4621.79,16983,pcs,500685.73,60062260.17079999,USD,119.96,FCA,Sea,4,2025
692,48,13,58,1,25,2026-01-29,192,17512.9,16383.04,23833,pcs,714105.42,83807412.09120001,USD,117.36,FCA,Sea,1,2026
693,23,23,48,3,8,2026-05-10,227,5213.11,4959.97,11992,kg,114927.48,13837268.592,USD,120.4,CIF,Sea,5,2026
694,79,75,13,22,20,2024-10-05,367,9078.3,8534.69,20841,unit,304605.16,36848086.205199994,USD,120.97,CIF,Air,10,2024
695,39,113,40,38,25,2025-08-05,79,4933.1,4824.43,5541,pcs,162783.83,19724516.6811,USD,121.17,FOB,Air,8,2025
696,77,58,19,3,23,2026-07-06,258,6724.52,6322.48,23652,pcs,546020.76,67127792.2344,USD,122.94,CFR,Sea,7,2026
697,5,43,26,10,10,2025-09-14,276,14068.81,13013.21,12679,kg,360564.35,42899946.363,USD,118.98,FOB,Sea,9,2025
698,39,118,13,34,20,2024-07-02,306,7787.04,7267.99,20609,unit,161249.11,19694966.295399997,USD,122.14,FCA,Sea,7,2024
699,56,58,54,1,21,2024-11-23,229,12262.06,11236.48,13857,unit,30474.4,3672774.688,USD,120.52,EXW,Sea,11,2024
700,49,81,12,10,19,2024-10-27,379,29878.56,28326.12,25112,pcs,74730.45,8895912.768,USD,119.04,FCA,Sea,10,2024
701,79,96,6,18,10,2024-02-14,228,12700.87,12327.11,24064,kg,101072.65,11886143.639999999,USD,117.6,FOB,Sea,2,2024
702,5,2,18,39,25,2024-12-05,76,6677.47,6461.2,8395,pcs,53970.25,6321535.382499999,USD,117.13,FOB,Road,12,2024
703,76,4,22,28,14,2025-09-25,149,2402.4,2189.07,10067,pcs,199311.38,24230284.4666,USD,121.57,CIF,Road,9,2025
704,49,32,53,24,20,2025-04-07,429,19951.05,18378.88,17806,unit,516320.02,63620952.8644,USD,123.22,CIF,Sea,4,2025
705,18,92,23,13,14,2025-10-22,392,2959.82,2724.19,13589,pcs,225101.89,27250834.803400002,USD,121.06,CIF,Sea,10,2025
706,29,16,19,11,23,2025-11-26,131,3501.12,3333.07,15216,pcs,335626.39,40845731.663,USD,121.7,CFR,Road,11,2025
707,10,41,23,25,14,2026-02-22,411,24023.01,22659.91,21979,pcs,319283.17,39255865.751499996,USD,122.95,CFR,Sea,2,2026
708,53,33,59,29,23,2026-03-12,364,9734.04,9194.59,24510,pcs,526645.97,64371936.9131,USD,122.23,FOB,Road,3,2026
709,5,63,53,18,20,2024-10-04,270,16680.69,16011.06,22284,unit,364295.87,43897652.335,USD,120.5,CFR,Sea,10,2024
710,30,101,50,21,16,2026-01-30,164,22188.74,21338.84,19114,pcs,165166.08,19544102.2464,USD,118.33,EXW,Sea,1,2026
711,61,116,2,16,14,2025-10-19,96,11542.23,10653.19,9851,pcs,20665.65,2439786.6390000004,USD,118.06,EXW,Road,10,2025
712,47,78,14,40,21,2025-06-28,562,25709.77,24362.84,22696,unit,327428.12,40093573.294,USD,122.45,CIF,Sea,6,2025
713,11,9,37,3,1,2025-04-23,618,11002.81,10555.78,26055,kg,273974.21,32835809.0685,USD,119.85,EXW,Sea,4,2025
714,55,34,54,31,21,2025-11-19,294,16163.45,15597.37,21459,unit,320051.69,39439969.7587,USD,123.23,CIF,Road,11,2025
715,4,69,2,36,14,2026-05-12,86,11149.46,10368.63,10276,pcs,119860,14517443.200000001,USD,121.12,FCA,Air,5,2026
716,64,7,11,32,18,2025-12-26,268,10820.27,9891.3,11911,pcs,249394.47,29540774.9715,USD,118.45,CFR,Sea,12,2025
717,51,109,20,19,25,2025-09-17,52,1806.73,1695.6,4771,pcs,89291.43,10632823.484399999,USD,119.08,CFR,Sea,9,2025
718,7,90,29,19,11,2024-03-06,114,10483.37,9844.1,13872,kg,267156.99,31447049.292899996,USD,117.71,EXW,Air,3,2024
719,31,118,7,4,9,2025-04-18,58,3903.8,3667.64,4956,pcs,140190.11,17240579.7278,USD,122.98,CFR,Road,4,2025
720,68,104,57,15,1,2025-12-16,309,27796.12,25311.05,26302,kg,561280.39,65697869.6495,USD,117.05,CIF,Sea,12,2025
721,75,15,34,35,21,2025-02-27,313,6367.43,6222.15,13299,unit,96943.31,11680699.421899999,USD,120.49,CIF,Sea,2,2025
722,63,27,27,26,9,2024-06-02,44,3330.14,3037.02,5292,pcs,150012.23,17807951.8233,USD,118.71,FCA,Sea,6,2024
723,40,32,53,1,20,2025-10-07,317,11325.39,10993.74,20130,unit,111558.55,13064621.7905,USD,117.11,EXW,Air,10,2025
724,80,26,32,25,19,2025-11-12,55,1888.55,1828.52,4813,pcs,75483.84,9247525.2384,USD,122.51,EXW,Sea,11,2025
725,73,117,55,19,17,2026-06-20,93,1211.49,1169.65,6531,pcs,174218.5,20385306.685000002,USD,117.01,FCA,Air,6,2026
726,2,22,50,36,16,2025-06-23,167,3457.53,3189.96,18487,pcs,209662.68,24601818.8712,USD,117.34,FCA,Sea,6,2025
727,76,57,21,26,13,2024-03-10,113,1078.94,1034.68,4667,pcs,5491.88,665286.3432,USD,121.14,FOB,Sea,3,2024
728,80,58,15,37,17,2025-10-28,410,18641.65,17968.69,21402,pcs,256110.07,30169766.246,USD,117.8,FCA,Air,10,2025
729,78,58,5,29,10,2025-09-18,26,212.06,204,832,kg,15434.95,1867474.6005,USD,120.99,FOB,Road,9,2025
730,65,50,4,25,15,2024-12-30,878,10116.53,9827.99,27981,pcs,113187.39,13922048.97,USD,123,CFR,Road,12,2024
731,27,104,23,1,14,2025-03-02,295,25162.5,23319.26,20540,pcs,500207.92,60160006.538399994,USD,120.27,FCA,Sea,3,2025
732,39,76,11,18,18,2026-07-06,247,5569.27,5316.73,29819,pcs,889975.85,107500182.9215,USD,120.79,FOB,Road,7,2026
733,11,94,33,18,20,2024-07-09,159,9387.57,9191.25,11524,unit,61083.83,7330059.600000001,USD,120,FOB,Sea,7,2024
734,17,80,6,29,10,2026-07-14,146,17778.26,17084.17,17413,kg,405871.6,49053641.576,USD,120.86,EXW,Sea,7,2026
735,18,9,2,33,14,2024-04-12,118,1981.24,1832.18,4093,pcs,28098.11,3445952.2104,USD,122.64,CFR,Sea,4,2024
736,51,49,1,4,13,2024-12-21,360,21160.13,20150.45,26413,pcs,746598.07,91480661.51709999,USD,122.53,CFR,Sea,12,2024
737,63,38,50,1,16,2026-03-17,250,8304.93,7774.34,20334,pcs,273397.66,32783113.410599995,USD,119.91,FCA,Road,3,2026
738,33,51,59,12,23,2026-08-23,304,7749.03,7305.02,17108,pcs,278447.18,34120917.4372,USD,122.54,EXW,Sea,8,2026
739,64,29,1,34,13,2024-05-21,79,8449.29,7762.64,10331,pcs,199604.53,24577305.778899997,USD,123.13,FOB,Sea,5,2024
740,34,2,42,37,14,2026-07-20,101,9034.14,8613.58,11347,pcs,135473.95,15938510.217500003,USD,117.65,FOB,Sea,7,2026
741,5,6,57,25,1,2025-03-25,435,,8777.78,22091,kg,500760.32,60456793.4336,USD,120.73,FOB,Sea,3,2025
742,34,56,54,19,21,2024-12-29,139,7724.69,7554.22,8863,unit,207318.88,25411075.1216,USD,122.57,FOB,Sea,12,2024
743,65,3,1,25,13,2025-05-15,450,7091.59,6732.87,15653,pcs,370894.97,45390126.4286,USD,122.38,CIF,Sea,5,2025
744,40,2,21,35,13,2024-03-26,197,7013.38,6830.96,13361,pcs,161511.54,19295783.6838,USD,119.47,FOB,Sea,3,2024
745,38,45,9,16,11,2025-08-01,150,9686.63,9273.79,11576,kg,263394.25,32120928.7875,USD,121.95,CFR,Sea,8,2025
746,57,56,56,29,12,2024-01-12,50,2298.44,2161.33,3302,kg,21730.89,2615964.5382,USD,120.38,FOB,Air,1,2024
747,51,110,3,26,14,2026-01-27,257,11195.21,10808.23,14397,pcs,191806.84,22498942.332,USD,117.3,CFR,Sea,1,2026
748,41,39,47,39,9,2025-07-17,310,21762.92,21218.95,28153,pcs,609213.87,72295409.9529,USD,118.67,CFR,Sea,7,2025
749,27,89,44,29,15,2025-11-29,277,8330.82,7587.79,19136,pcs,444838.67,54363733.8607,USD,122.21,FOB,Sea,11,2025
750,31,119,52,18,19,2026-08-11,215,11346.09,10435.86,12597,pcs,309740.12,36735178.232,USD,118.6,EXW,Air,8,2026
751,24,111,42,31,14,2026-07-07,177,12914.58,12133.7,10983,pcs,282736.84,34411900.7964,USD,121.71,FCA,Sea,7,2026
752,60,110,13,13,20,2026-02-13,103,10202.77,9847.43,11059,unit,256351.44,30864713.376000002,USD,120.4,CFR,Sea,2,2026
753,2,61,9,7,11,2025-12-06,396,,6716.08,13033,kg,231829.41,27986446.3752,USD,120.72,CFR,Sea,12,2025
754,71,2,42,24,14,2024-03-21,131,14072.45,13115.55,14075,pcs,392508.62,47101034.4,USD,120,CFR,Sea,3,2024
755,40,16,9,5,11,2024-09-06,159,13191.38,12676.88,19017,kg,171100.48,20771598.272000004,USD,121.4,FOB,Road,9,2024
756,14,34,56,31,12,2024-01-19,248,5780.43,5427.57,23330,kg,179947.56,21651290.4192,USD,120.32,CIF,Sea,1,2024
757,62,30,10,4,16,2025-06-08,150,21955.26,20795.03,18501,pcs,460970.13,55196563.3662,USD,119.74,FOB,Sea,6,2025
758,69,17,59,29,23,2025-11-22,380,16751.48,16239.37,21373,pcs,82753.84,9834466.3456,USD,118.84,FOB,Sea,11,2025
759,77,80,30,14,16,2025-06-16,272,27375.09,25877.98,25425,pcs,284851.3,34692039.827,USD,121.79,FOB,Sea,6,2025
760,71,62,32,22,19,2026-06-15,244,5464.99,5089.99,28879,pcs,764056.23,93635090.9865,USD,122.55,FCA,Sea,6,2026
761,54,85,54,38,21,2025-05-10,232,6385.08,6229.49,17703,unit,26324.72,3115004.1176,USD,118.33,EXW,Road,5,2025
762,41,37,36,10,12,2026-08-09,582,18712.83,17554.69,21670,kg,550827.72,67906041.32159999,USD,123.28,FCA,Sea,8,2026
763,42,51,40,24,25,2024-05-30,50,2095.3,1964.34,2260,pcs,33817,4111809.0300000003,USD,121.59,CIF,Sea,5,2024
764,1,30,37,7,1,2026-02-08,14,1331.16,1211.12,1197,kg,10980.31,1311378.4233,USD,119.43,FCA,Sea,2,2026
765,40,85,39,28,23,2024-04-04,27,582.99,550.35,2127,pcs,24725.79,2971050.9264,USD,120.16,FCA,Sea,4,2024
766,45,29,29,29,11,2024-10-16,130,2837.76,2756.79,14889,kg,182353.15,21566907.050499998,USD,118.27,FCA,Sea,10,2024
767,69,15,15,11,17,2024-03-30,16,1387.68,1325.45,1945,pcs,21288.74,2577853.5266000004,USD,121.09,FCA,Sea,3,2024
768,35,47,35,32,17,2025-01-13,49,1025.31,997.51,4164,pcs,123154.82,14739168.857600002,USD,119.68,FCA,Sea,1,2025
769,54,74,49,39,11,2025-10-08,685,32071.09,29928.56,26891,kg,141963.66,17376351.984,USD,122.4,CIF,Sea,10,2025
770,32,12,30,39,16,2024-06-03,71,2553.79,2455.12,6986,pcs,45408.69,5443593.7572,USD,119.88,FCA,Sea,6,2024
771,50,37,21,6,13,2025-08-25,233,6883.14,6404.18,28821,pcs,530897.87,64291732.057,USD,121.1,FOB,Sea,8,2025
772,57,118,50,16,16,2026-01-19,119,6537.22,6282.9,14534,pcs,354688.56,41764577.94,USD,117.75,EXW,Road,1,2026
773,72,27,1,11,13,2025-01-16,180,7369.39,7017.95,14230,pcs,243484.79,29349656.586600002,USD,120.54,CFR,Sea,1,2025
774,17,1,31,19,18,2026-02-04,180,8439.71,7906.51,8264,pcs,60586.63,7411562.4479,USD,122.33,FCA,Road,2,2026
775,14,102,41,7,13,2025-10-22,111,14144.7,12996.49,14204,pcs,201345.15,24751359.2895,USD,122.93,CIF,Road,10,2025
776,22,53,23,16,14,2025-10-31,370,5075.14,4908.28,26354,pcs,658263.34,77681656.7534,USD,118.01,EXW,Sea,10,2025
777,40,21,42,21,14,2024-05-03,153,12804,11727.76,17173,pcs,480815.41,58568125.092099994,USD,121.81,CIF,Air,5,2024
778,60,48,44,39,15,2025-09-03,741,26796.53,24415.82,25453,pcs,481730.64,57610167.237600006,USD,119.59,CFR,Sea,9,2025
779,16,11,11,5,18,2024-09-07,268,13669.44,13152.92,25146,pcs,626164.14,77243608.3104,USD,123.36,FOB,Sea,9,2024
780,21,105,25,36,10,2024-02-06,479,16607.66,15894.41,19761,kg,526154.23,63733061.87989999,USD,121.13,FCA,Sea,2,2024
781,36,78,7,13,9,2024-12-06,264,7946.98,7768.61,22386,pcs,544418.6,64954583.166,USD,119.31,CIF,Sea,12,2024
782,63,97,10,10,16,2026-05-13,461,15430.42,14664.43,29979,pcs,365595.86,43992149.833799995,USD,120.33,CFR,Air,5,2026
783,13,35,50,1,16,2025-11-12,44,4450.22,4085.84,3645,pcs,77665.63,9210367.061700001,USD,118.59,CIF,Road,11,2025
784,12,112,16,13,12,2024-03-21,424,6529.87,6375.43,25829,kg,179476.11,22152736.2573,USD,123.43,CFR,Sea,3,2024
785,42,91,25,34,10,2025-01-04,331,12926.17,12657.06,19266,kg,41100.11,4872418.0405,USD,118.55,CIF,Air,1,2025
786,52,97,8,6,8,2026-03-06,563,24199.77,23636.81,23763,kg,26291.62,3216253.8745999997,USD,122.33,CFR,Sea,3,2026
787,71,49,48,35,8,2025-04-25,79,5038.86,4767.84,8735,kg,95470.03,11313198.555,USD,118.5,CIF,Sea,4,2025
788,57,53,9,21,11,2025-04-13,347,6932.93,6665.11,23012,kg,484796.36,56958724.336399995,USD,117.49,EXW,Sea,4,2025
789,26,118,1,31,13,2025-02-15,217,25578.87,24413.32,27485,pcs,106003.67,12424690.160699999,USD,117.21,FCA,Air,2,2025
790,79,44,17,2,1,2024-10-01,31,1256.31,1151.23,2944,kg,25305.31,3115336.7141,USD,123.11,CFR,Air,10,2024
791,49,99,25,32,10,2025-07-31,34,1824.11,1739.11,3036,kg,29973.46,3521581.8153999997,USD,117.49,CFR,Sea,7,2025
792,74,80,55,29,17,2025-07-26,155,9712.35,9469.09,9509,pcs,12624.48,1544605.1279999998,USD,122.35,EXW,Sea,7,2025
793,34,36,14,24,21,2025-02-24,115,8213.29,7905.57,8207,unit,107843.63,13256138.9996,USD,122.92,FOB,Air,2,2025
794,16,86,52,17,19,2025-11-07,231,29341.4,26825.19,29576,pcs,740390.15,87232767.473,USD,117.82,CFR,Sea,11,2025
795,70,103,31,37,18,2026-02-28,28,4045.1,3831.21,3551,pcs,92054.7,10909402.497,USD,118.51,FOB,Sea,2,2026
796,75,14,22,40,14,2024-07-18,108,2980.98,2920.68,3639,pcs,20216.52,2480971.3344,USD,122.72,EXW,Road,7,2024
797,56,65,50,2,16,2024-08-06,61,742.98,715.4,2314,pcs,49601.74,5884750.4336,USD,118.64,FCA,Sea,8,2024
798,17,76,34,15,21,2026-04-06,128,2138.46,2072.52,9696,unit,273392.06,33755717.6482,USD,123.47,CIF,Sea,4,2026
799,22,78,46,40,10,2026-08-25,139,7829.97,7453.46,16290,kg,239713.46,29216276.5048,USD,121.88,EXW,Sea,8,2026
800,66,118,22,11,14,2025-01-02,140,3380.83,3219.98,4836,pcs,68844.96,8138851.171200001,USD,118.22,FCA,Road,1,2025
